Year,Host,Datetime,Stage,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Attendance,Home Team Initials,Away Team Initials
2006,Germany,20 Jun 2006 - 21:00 ,Group B,Kaiserslautern ,Paraguay,2,0,"rn"">Trinidad and Tobago",46000,PAR,TRI
2006,Germany,21 Jun 2006 - 16:00 ,Group D,Leipzig ,Iran,1,1,Angola,38000,IRN,ANG
2006,Germany,21 Jun 2006 - 16:00 ,Group D,Gelsenkirchen ,Portugal,2,1,Mexico,52000,POR,MEX
2006,Germany,21 Jun 2006 - 21:00 ,Group C,Frankfurt/Main ,Netherlands,0,0,Argentina,48000,NED,ARG
2006,Germany,21 Jun 2006 - 21:00 ,Group C,Munich ,C�te d'Ivoire,3,2,"rn"">Serbia and Montenegro",66000,CIV,SCG
2006,Germany,22 Jun 2006 - 16:00 ,Group E,Hamburg ,Czech Republic,0,2,Italy,50000,CZE,ITA
2006,Germany,22 Jun 2006 - 16:00 ,Group E,Nuremberg ,Ghana,2,1,USA,41000,GHA,USA
2006,Germany,22 Jun 2006 - 21:00 ,Group F,Dortmund ,Japan,1,4,Brazil,65000,JPN,BRA
2006,Germany,22 Jun 2006 - 21:00 ,Group F,Stuttgart ,Croatia,2,2,Australia,52000,CRO,AUS
2006,Germany,23 Jun 2006 - 16:00 ,Group H,Berlin ,Ukraine,1,0,Tunisia,72000,UKR,TUN
2006,Germany,23 Jun 2006 - 16:00 ,Group H,Kaiserslautern ,Saudi Arabia,0,1,Spain,46000,KSA,ESP
2006,Germany,23 Jun 2006 - 21:00 ,Group G,Cologne ,Togo,0,2,France,45000,TOG,FRA
2006,Germany,23 Jun 2006 - 21:00 ,Group G,Hanover ,Switzerland,2,0,Korea Republic,43000,SUI,KOR
2006,Germany,24 Jun 2006 - 17:00 ,Round of 16,Munich ,Germany,2,0,Sweden,66000,GER,SWE
2006,Germany,24 Jun 2006 - 21:00 ,Round of 16,Leipzig ,Argentina,2,1,Mexico,43000,ARG,MEX
2006,Germany,25 Jun 2006 - 17:00 ,Round of 16,Stuttgart ,England,1,0,Ecuador,52000,ENG,ECU
2006,Germany,25 Jun 2006 - 21:00 ,Round of 16,Nuremberg ,Portugal,1,0,Netherlands,41000,POR,NED
2006,Germany,26 Jun 2006 - 17:00 ,Round of 16,Kaiserslautern ,Italy,1,0,Australia,46000,ITA,AUS
2006,Germany,26 Jun 2006 - 21:00 ,Round of 16,Cologne ,Switzerland,0,0,Ukraine,45000,SUI,UKR
2006,Germany,27 Jun 2006 - 17:00 ,Round of 16,Dortmund ,Brazil,3,0,Ghana,65000,BRA,GHA
2006,Germany,27 Jun 2006 - 21:00 ,Round of 16,Hanover ,Spain,1,3,France,43000,ESP,FRA
2006,Germany,30 Jun 2006 - 17:00 ,Quarter-finals,Berlin ,Germany,1,1,Argentina,72000,GER,ARG
2006,Germany,30 Jun 2006 - 21:00 ,Quarter-finals,Hamburg ,Italy,3,0,Ukraine,50000,ITA,UKR
2006,Germany,01 Jul 2006 - 17:00 ,Quarter-finals,Gelsenkirchen ,England,0,0,Portugal,52000,ENG,POR
2006,Germany,01 Jul 2006 - 21:00 ,Quarter-finals,Frankfurt/Main ,Brazil,0,1,France,48000,BRA,FRA
2006,Germany,04 Jul 2006 - 21:00 ,Semi-finals,Dortmund ,Germany,0,2,Italy,65000,GER,ITA
2006,Germany,05 Jul 2006 - 21:00 ,Semi-finals,Munich ,Portugal,0,1,France,66000,POR,FRA
2006,Germany,08 Jul 2006 - 21:00 ,Third place,Stuttgart ,Germany,3,1,Portugal,52000,GER,POR
2006,Germany,09 Jul 2006 - 20:00 ,Final,Berlin ,Italy,1,1,France,69000,ITA,FRA
2010,Germany,11 Jun 2010 - 16:00 ,Group A,Johannesburg ,South Africa,1,1,Mexico,84490,RSA,MEX
2010,South Africa,11 Jun 2010 - 20:30 ,Group A,Cape Town ,Uruguay,0,0,France,64100,URU,FRA
2010,South Africa,12 Jun 2010 - 13:30 ,Group B,Nelson Mandela Bay/Port Elizabeth ,Korea Republic,2,0,Greece,31513,KOR,GRE
2010,South Africa,12 Jun 2010 - 16:00 ,Group B,Johannesburg ,Argentina,1,0,Nigeria,55686,ARG,NGA
2010,South Africa,12 Jun 2010 - 20:30 ,Group C,Phokeng ,England,1,1,USA,38646,ENG,USA
2010,South Africa,13 Jun 2010 - 13:30 ,Group C,Polokwane ,Algeria,0,1,Slovenia,30325,ALG,SVN
2010,South Africa,13 Jun 2010 - 16:00 ,Group D,Tshwane/Pretoria ,Serbia,0,1,Ghana,38833,SRB,GHA
2010,South Africa,13 Jun 2010 - 20:30 ,Group D,Durban ,Germany,4,0,Australia,62660,GER,AUS
2010,South Africa,14 Jun 2010 - 13:30 ,Group E,Johannesburg ,Netherlands,2,0,Denmark,83465,NED,DEN
2010,South Africa,14 Jun 2010 - 16:00 ,Group E,Mangaung/Bloemfontein ,Japan,1,0,Cameroon,30620,JPN,CMR
2010,South Africa,14 Jun 2010 - 20:30 ,Group F,Cape Town ,Italy,1,1,Paraguay,62869,ITA,PAR
2010,South Africa,15 Jun 2010 - 13:30 ,Group F,Phokeng ,New Zealand,1,1,Slovakia,23871,NZL,SVK
2010,South Africa,15 Jun 2010 - 16:00 ,Group G,Nelson Mandela Bay/Port Elizabeth ,C�te d'Ivoire,0,0,Portugal,37034,CIV,POR
2010,South Africa,15 Jun 2010 - 20:30 ,Group G,Johannesburg ,Brazil,2,1,Korea DPR,54331,BRA,PRK
2010,South Africa,16 Jun 2010 - 13:30 ,Group H,Nelspruit ,Honduras,0,1,Chile,32664,HON,CHI
2010,South Africa,16 Jun 2010 - 16:00 ,Group H,Durban ,Spain,0,1,Switzerland,62453,ESP,SUI
2010,South Africa,16 Jun 2010 - 20:30 ,Group A,Tshwane/Pretoria ,South Africa,0,3,Uruguay,42658,RSA,URU
2010,South Africa,17 Jun 2010 - 13:30 ,Group B,Johannesburg ,Argentina,4,1,Korea Republic,82174,ARG,KOR
2010,South Africa,17 Jun 2010 - 16:00 ,Group B,Mangaung/Bloemfontein ,Greece,2,1,Nigeria,31593,GRE,NGA
2010,South Africa,17 Jun 2010 - 20:30 ,Group A,Polokwane ,France,0,2,Mexico,35370,FRA,MEX
2010,South Africa,18 Jun 2010 - 13:30 ,Group D,Nelson Mandela Bay/Port Elizabeth ,Germany,0,1,Serbia,38294,GER,SRB
2010,South Africa,18 Jun 2010 - 16:00 ,Group C,Johannesburg ,Slovenia,2,2,USA,45573,SVN,USA
2010,South Africa,18 Jun 2010 - 20:30 ,Group C,Cape Town ,England,0,0,Algeria,64100,ENG,ALG
2010,South Africa,19 Jun 2010 - 13:30 ,Group E,Durban ,Netherlands,1,0,Japan,62010,NED,JPN
2010,South Africa,19 Jun 2010 - 16:00 ,Group D,Phokeng ,Ghana,1,1,Australia,34812,GHA,AUS
2010,South Africa,19 Jun 2010 - 20:30 ,Group E,Tshwane/Pretoria ,Cameroon,1,2,Denmark,38074,CMR,DEN
2010,South Africa,20 Jun 2010 - 13:30 ,Group F,Mangaung/Bloemfontein ,Slovakia,0,2,Paraguay,26643,SVK,PAR
2010,South Africa,20 Jun 2010 - 16:00 ,Group F,Nelspruit ,Italy,1,1,New Zealand,38229,ITA,NZL
2010,South Africa,20 Jun 2010 - 20:30 ,Group G,Johannesburg ,Brazil,3,1,C�te d'Ivoire,84455,BRA,CIV
2010,South Africa,21 Jun 2010 - 13:30 ,Group G,Cape Town ,Portugal,7,0,Korea DPR,63644,POR,PRK
2010,South Africa,21 Jun 2010 - 16:00 ,Group H,Nelson Mandela Bay/Port Elizabeth ,Chile,1,0,Switzerland,34872,CHI,SUI
2010,South Africa,21 Jun 2010 - 20:30 ,Group H,Johannesburg ,Spain,2,0,Honduras,54386,ESP,HON
2010,South Africa,22 Jun 2010 - 16:00 ,Group A,Phokeng ,Mexico,0,1,Uruguay,33425,MEX,URU
2010,South Africa,22 Jun 2010 - 16:00 ,Group A,Mangaung/Bloemfontein ,France,1,2,South Africa,39415,FRA,RSA
2010,South Africa,22 Jun 2010 - 20:30 ,Group B,Durban ,Nigeria,2,2,Korea Republic,61874,NGA,KOR
2010,South Africa,22 Jun 2010 - 20:30 ,Group B,Polokwane ,Greece,0,2,Argentina,38891,GRE,ARG
2010,South Africa,23 Jun 2010 - 16:00 ,Group C,Nelson Mandela Bay/Port Elizabeth ,Slovenia,0,1,England,36893,SVN,ENG
2010,South Africa,23 Jun 2010 - 16:00 ,Group C,Tshwane/Pretoria ,USA,1,0,Algeria,35827,USA,ALG
2010,South Africa,23 Jun 2010 - 20:30 ,Group D,Johannesburg ,Ghana,0,1,Germany,83391,GHA,GER
2010,South Africa,23 Jun 2010 - 20:30 ,Group D,Nelspruit ,Australia,2,1,Serbia,37836,AUS,SRB
2010,South Africa,24 Jun 2010 - 16:00 ,Group F,Johannesburg ,Slovakia,3,2,Italy,53412,SVK,ITA
2010,South Africa,24 Jun 2010 - 16:00 ,Group F,Polokwane ,Paraguay,0,0,New Zealand,34850,PAR,NZL
2010,South Africa,24 Jun 2010 - 20:30 ,Group E,Phokeng ,Denmark,1,3,Japan,27967,DEN,JPN
2010,South Africa,24 Jun 2010 - 20:30 ,Group E,Cape Town ,Cameroon,1,2,Netherlands,63093,CMR,NED
2010,South Africa,25 Jun 2010 - 16:00 ,Group G,Durban ,Portugal,0,0,Brazil,62712,POR,BRA
2010,South Africa,25 Jun 2010 - 16:00 ,Group G,Nelspruit ,Korea DPR,0,3,C�te d'Ivoire,34763,PRK,CIV
2010,South Africa,25 Jun 2010 - 20:30 ,Group H,Tshwane/Pretoria ,Chile,1,2,Spain,41958,CHI,ESP
2010,South Africa,25 Jun 2010 - 20:30 ,Group H,Mangaung/Bloemfontein ,Switzerland,0,0,Honduras,28042,SUI,HON
2010,South Africa,26 Jun 2010 - 16:00 ,Round of 16,Nelson Mandela Bay/Port Elizabeth ,Uruguay,2,1,Korea Republic,30597,URU,KOR
2010,South Africa,26 Jun 2010 - 20:30 ,Round of 16,Phokeng ,USA,1,2,Ghana,34976,USA,GHA
2010,South Africa,27 Jun 2010 - 16:00 ,Round of 16,Mangaung/Bloemfontein ,Germany,4,1,England,40510,GER,ENG
2010,South Africa,27 Jun 2010 - 20:30 ,Round of 16,Johannesburg ,Argentina,3,1,Mexico,84377,ARG,MEX
2010,South Africa,28 Jun 2010 - 16:00 ,Round of 16,Durban ,Netherlands,2,1,Slovakia,61962,NED,SVK
2010,South Africa,28 Jun 2010 - 20:30 ,Round of 16,Johannesburg ,Brazil,3,0,Chile,54096,BRA,CHI
2010,South Africa,29 Jun 2010 - 16:00 ,Round of 16,Tshwane/Pretoria ,Paraguay,0,0,Japan,36742,PAR,JPN
2010,South Africa,29 Jun 2010 - 20:30 ,Round of 16,Cape Town ,Spain,1,0,Portugal,62955,ESP,POR
2010,South Africa,02 Jul 2010 - 16:00 ,Quarter-finals,Nelson Mandela Bay/Port Elizabeth ,Netherlands,2,1,Brazil,40186,NED,BRA
2010,South Africa,02 Jul 2010 - 20:30 ,Quarter-finals,Johannesburg ,Uruguay,1,1,Ghana,84017,URU,GHA
2010,South Africa,03 Jul 2010 - 16:00 ,Quarter-finals,Cape Town ,Argentina,0,4,Germany,64100,ARG,GER
2010,South Africa,03 Jul 2010 - 20:30 ,Quarter-finals,Johannesburg ,Paraguay,0,1,Spain,55359,PAR,ESP
2010,South Africa,06 Jul 2010 - 20:30 ,Semi-finals,Cape Town ,Uruguay,2,3,Netherlands,62479,URU,NED
2010,South Africa,07 Jul 2010 - 20:30 ,Semi-finals,Durban ,Germany,0,1,Spain,60960,GER,ESP
2010,South Africa,10 Jul 2010 - 20:30 ,Match for third place,Nelson Mandela Bay/Port Elizabeth ,Uruguay,2,3,Germany,36254,URU,GER
2010,South Africa,11 Jul 2010 - 20:30 ,Final,Johannesburg ,Netherlands,0,1,Spain,84490,NED,ESP
2014,Brazil,12 Jun 2014 - 17:00 ,Group A,Sao Paulo ,Brazil,3,1,Croatia,62103,BRA,CRO
2014,Brazil,13 Jun 2014 - 13:00 ,Group A,Natal ,Mexico,1,0,Cameroon,39216,MEX,CMR
2014,Brazil,13 Jun 2014 - 16:00 ,Group B,Salvador ,Spain,1,5,Netherlands,48173,ESP,NED
2014,Brazil,13 Jun 2014 - 18:00 ,Group B,Cuiaba ,Chile,3,1,Australia,40275,CHI,AUS
2014,Brazil,14 Jun 2014 - 13:00 ,Group C,Belo Horizonte ,Colombia,3,0,Greece,57174,COL,GRE
2014,Brazil,14 Jun 2014 - 16:00 ,Group D,Fortaleza ,Uruguay,1,3,Costa Rica,58679,URU,CRC
2014,Brazil,14 Jun 2014 - 18:00 ,Group D,Manaus ,England,1,2,Italy,39800,ENG,ITA
2014,Brazil,14 Jun 2014 - 22:00 ,Group C,Recife ,C�te d'Ivoire,2,1,Japan,40267,CIV,JPN
2014,Brazil,15 Jun 2014 - 13:00 ,Group E,Brasilia ,Switzerland,2,1,Ecuador,68351,SUI,ECU
2014,Brazil,15 Jun 2014 - 16:00 ,Group E,Porto Alegre ,France,3,0,Honduras,43012,FRA,HON
2014,Brazil,15 Jun 2014 - 19:00 ,Group F,Rio De Janeiro ,Argentina,2,1,"rn"">Bosnia and Herzegovina",74738,ARG,BIH
2014,Brazil,16 Jun 2014 - 13:00 ,Group G,Salvador ,Germany,4,0,Portugal,51081,GER,POR
2014,Brazil,16 Jun 2014 - 16:00 ,Group F,Curitiba ,IR Iran,0,0,Nigeria,39081,IRN,NGA
2014,Brazil,16 Jun 2014 - 19:00 ,Group G,Natal ,Ghana,1,2,USA,39760,GHA,USA
2014,Brazil,17 Jun 2014 - 13:00 ,Group H,Belo Horizonte ,Belgium,2,1,Algeria,56800,BEL,ALG
2014,Brazil,17 Jun 2014 - 16:00 ,Group A,Fortaleza ,Brazil,0,0,Mexico,60342,BRA,MEX
2014,Brazil,17 Jun 2014 - 18:00 ,Group H,Cuiaba ,Russia,1,1,Korea Republic,37603,RUS,KOR
2014,Brazil,18 Jun 2014 - 13:00 ,Group B,Porto Alegre ,Australia,2,3,Netherlands,42877,AUS,NED
2014,Brazil,18 Jun 2014 - 16:00 ,Group B,Rio De Janeiro ,Spain,0,2,Chile,74101,ESP,CHI
2014,Brazil,18 Jun 2014 - 18:00 ,Group A,Manaus ,Cameroon,0,4,Croatia,39982,CMR,CRO
2014,Brazil,19 Jun 2014 - 13:00 ,Group C,Brasilia ,Colombia,2,1,C�te d'Ivoire,68748,COL,CIV
2014,Brazil,19 Jun 2014 - 16:00 ,Group D,Sao Paulo ,Uruguay,2,1,England,62575,URU,ENG
2014,Brazil,19 Jun 2014 - 19:00 ,Group C,Natal ,Japan,0,0,Greece,39485,JPN,GRE
2014,Brazil,20 Jun 2014 - 13:00 ,Group D,Recife ,Italy,0,1,Costa Rica,40285,ITA,CRC
2014,Brazil,20 Jun 2014 - 16:00 ,Group E,Salvador ,Switzerland,2,5,France,51003,SUI,FRA
2014,Brazil,20 Jun 2014 - 19:00 ,Group E,Curitiba ,Honduras,1,2,Ecuador,39224,HON,ECU
2014,Brazil,21 Jun 2014 - 13:00 ,Group F,Belo Horizonte ,Argentina,1,0,IR Iran,57698,ARG,IRN
2014,Brazil,21 Jun 2014 - 16:00 ,Group G,Fortaleza ,Germany,2,2,Ghana,59621,GER,GHA
2014,Brazil,21 Jun 2014 - 18:00 ,Group F,Cuiaba ,Nigeria,1,0,"rn"">Bosnia and Herzegovina",40499,NGA,BIH
2014,Brazil,22 Jun 2014 - 13:00 ,Group H,Rio De Janeiro ,Belgium,1,0,Russia,73819,BEL,RUS
2014,Brazil,22 Jun 2014 - 16:00 ,Group H,Porto Alegre ,Korea Republic,2,4,Algeria,42732,KOR,ALG
2014,Brazil,22 Jun 2014 - 18:00 ,Group G,Manaus ,USA,2,2,Portugal,40123,USA,POR
2014,Brazil,23 Jun 2014 - 13:00 ,Group B,Curitiba ,Australia,0,3,Spain,39375,AUS,ESP
2014,Brazil,23 Jun 2014 - 13:00 ,Group B,Sao Paulo ,Netherlands,2,0,Chile,62996,NED,CHI
2014,Brazil,23 Jun 2014 - 17:00 ,Group A,Brasilia ,Cameroon,1,4,Brazil,69112,CMR,BRA
2014,Brazil,23 Jun 2014 - 17:00 ,Group A,Recife ,Croatia,1,3,Mexico,41212,CRO,MEX
2014,Brazil,24 Jun 2014 - 13:00 ,Group D,Natal ,Italy,0,1,Uruguay,39706,ITA,URU
2014,Brazil,24 Jun 2014 - 13:00 ,Group D,Belo Horizonte ,Costa Rica,0,0,England,57823,CRC,ENG
2014,Brazil,24 Jun 2014 - 16:00 ,Group C,Cuiaba ,Japan,1,4,Colombia,40340,JPN,COL
2014,Brazil,24 Jun 2014 - 17:00 ,Group C,Fortaleza ,Greece,2,1,C�te d'Ivoire,59095,GRE,CIV
2014,Brazil,25 Jun 2014 - 13:00 ,Group F,Porto Alegre ,Nigeria,2,3,Argentina,43285,NGA,ARG
2014,Brazil,25 Jun 2014 - 13:00 ,Group F,Salvador ,"rn"">Bosnia and Herzegovina",3,1,IR Iran,48011,BIH,IRN
2014,Brazil,25 Jun 2014 - 16:00 ,Group E,Manaus ,Honduras,0,3,Switzerland,40322,HON,SUI
2014,Brazil,25 Jun 2014 - 17:00 ,Group E,Rio De Janeiro ,Ecuador,0,0,France,73749,ECU,FRA
2014,Brazil,26 Jun 2014 - 13:00 ,Group G,Recife ,USA,0,1,Germany,41876,USA,GER
2014,Brazil,26 Jun 2014 - 13:00 ,Group G,Brasilia ,Portugal,2,1,Ghana,67540,POR,GHA
2014,Brazil,26 Jun 2014 - 17:00 ,Group H,Sao Paulo ,Korea Republic,0,1,Belgium,61397,KOR,BEL
2014,Brazil,26 Jun 2014 - 17:00 ,Group H,Curitiba ,Algeria,1,1,Russia,39311,ALG,RUS
2014,Brazil,28 Jun 2014 - 13:00 ,Round of 16,Belo Horizonte ,Brazil,1,1,Chile,57714,BRA,CHI
2014,Brazil,28 Jun 2014 - 17:00 ,Round of 16,Rio De Janeiro ,Colombia,2,0,Uruguay,73804,COL,URU
2014,Brazil,30 Jun 2014 - 13:00 ,Round of 16,Brasilia ,France,2,0,Nigeria,67882,FRA,NGA
2014,Brazil,30 Jun 2014 - 17:00 ,Round of 16,Porto Alegre ,Germany,2,1,Algeria,,GER,ALG
2014,Brazil,04 Jul 2014 - 17:00 ,Quarter-finals,Fortaleza ,Brazil,2,1,Colombia,60342,BRA,COL
2014,Brazil,04 Jul 2014 - 13:00 ,Quarter-finals,Rio De Janeiro ,France,0,1,Germany,74240,FRA,GER
2014,Brazil,08 Jul 2014 - 17:00 ,Semi-finals,Belo Horizonte ,Brazil,1,7,Germany,58141,BRA,GER
2014,Brazil,12 Jul 2014 - 17:00 ,Play-off for third place,Brasilia ,Brazil,0,3,Netherlands,68034,BRA,NED
2014,Brazil,13 Jul 2014 - 16:00 ,Final,Rio De Janeiro ,Germany,1,0,Argentina,74738,GER,ARG
2014,Brazil,09 Jul 2014 - 17:00 ,Semi-finals,Sao Paulo ,Netherlands,0,0,Argentina,63267,NED,ARG
2014,Brazil,05 Jul 2014 - 17:00 ,Quarter-finals,Salvador ,Netherlands,0,0,Costa Rica,51179,NED,CRC
2014,Brazil,05 Jul 2014 - 13:00 ,Quarter-finals,Brasilia ,Argentina,1,0,Belgium,68551,ARG,BEL
2014,Brazil,29 Jun 2014 - 13:00 ,Round of 16,Fortaleza ,Netherlands,2,1,Mexico,58817,NED,MEX
2014,Brazil,29 Jun 2014 - 17:00 ,Round of 16,Recife ,Costa Rica,1,1,Greece,41242,CRC,GRE
2014,Brazil,01 Jul 2014 - 13:00 ,Round of 16,Sao Paulo ,Argentina,1,0,Switzerland,63255,ARG,SUI
2014,Brazil,01 Jul 2014 - 17:00 ,Round of 16,Salvador ,Belgium,2,1,USA,51227,BEL,USA
2014,Brazil,28 Jun 2014 - 13:00 ,Round of 16,Belo Horizonte ,Brazil,1,1,Chile,57714,BRA,CHI
2014,Brazil,28 Jun 2014 - 17:00 ,Round of 16,Rio De Janeiro ,Colombia,2,0,Uruguay,73804,COL,URU
2014,Brazil,29 Jun 2014 - 13:00 ,Round of 16,Fortaleza ,Netherlands,2,1,Mexico,58817,NED,MEX
2014,Brazil,29 Jun 2014 - 17:00 ,Round of 16,Recife ,Costa Rica,1,1,Greece,41242,CRC,GRE
2014,Brazil,30 Jun 2014 - 13:00 ,Round of 16,Brasilia ,France,2,0,Nigeria,67882,FRA,NGA
2014,Brazil,30 Jun 2014 - 17:00 ,Round of 16,Porto Alegre ,Germany,2,1,Algeria,,GER,ALG
2014,Brazil,01 Jul 2014 - 13:00 ,Round of 16,Sao Paulo ,Argentina,1,0,Switzerland,63255,ARG,SUI
2014,Brazil,01 Jul 2014 - 17:00 ,Round of 16,Salvador ,Belgium,2,1,USA,51227,BEL,USA
2014,Brazil,04 Jul 2014 - 13:00 ,Quarter-finals,Rio De Janeiro ,France,0,1,Germany,74240,FRA,GER
2014,Brazil,04 Jul 2014 - 17:00 ,Quarter-finals,Fortaleza ,Brazil,2,1,Colombia,60342,BRA,COL
2014,Brazil,05 Jul 2014 - 13:00 ,Quarter-finals,Brasilia ,Argentina,1,0,Belgium,68551,ARG,BEL
2014,Brazil,05 Jul 2014 - 17:00 ,Quarter-finals,Salvador ,Netherlands,0,0,Costa Rica,51179,NED,CRC
2014,Brazil,08 Jul 2014 - 17:00 ,Semi-finals,Belo Horizonte ,Brazil,1,7,Germany,58141,BRA,GER
2014,Brazil,09 Jul 2014 - 17:00 ,Semi-finals,Sao Paulo ,Netherlands,0,0,Argentina,63267,NED,ARG
2014,Brazil,12 Jul 2014 - 17:00 ,Play-off for third place,Brasilia ,Brazil,0,3,Netherlands,68034,BRA,NED
2014,Brazil,13 Jul 2014 - 16:00 ,Final,Rio De Janeiro ,Germany,1,0,Argentina,74738,GER,ARG
